date,day,personnel,tanks,apv,artillery,mlrs,aaws,aircrafts,helicopters,uav,cruise_missiles,warships,vehicles_fuel_tanks,special_equipment,submarines
2022-02-24,1,800,30,130,,,,7,6,0,,0,,,
2022-02-25,2,2800,80,516,49,4,0,10,7,0,,2,,,
2022-02-26,3,4300,146,706,49,4,0,16,26,2,,2,,,
2022-02-27,4,4500,150,706,50,4,0,27,26,2,,2,,,
2022-02-28,5,5300,150,816,74,21,5,29,29,3,,2,,,
2022-03-01,6,5710,198,846,77,24,7,29,29,3,,2,,,
2022-03-02,7,5840,211,862,85,40,9,30,31,3,,2,,,
2022-03-03,8,9000,217,900,90,42,11,30,31,3,,2,,,
2022-03-04,9,9166,251,939,105,50,18,33,37,3,,2,,,
2022-03-05,10,10000,269,945,105,50,19,39,40,3,,2,,,
2022-03-06,11,11000,285,985,109,50,21,44,48,4,,2,,,
2022-03-07,12,11000,290,999,117,50,23,46,68,7,,3,,,
2022-03-08,13,12000,303,1036,120,56,27,48,80,7,,3,,,
2022-03-09,14,12000,317,1070,120,56,28,49,81,7,,3,,,
2022-03-10,15,12000,335,1105,123,56,29,49,81,7,,3,,,
2022-03-11,16,12000,353,1165,125,58,31,57,83,7,,3,,,
2022-03-12,17,12000,362,1205,135,62,33,58,83,7,,3,,,
2022-03-13,18,12000,374,1226,140,62,34,74,86,7,,3,,,
2022-03-14,19,12000,389,1249,150,64,34,77,90,8,,3,,,
2022-03-15,20,13500,404,1279,150,64,36,81,95,9,,3,,,
2022-03-16,21,13800,430,1375,190,70,43,84,108,11,,3,,10,
2022-03-17,22,14000,444,1435,201,72,43,86,108,11,,3,,10,
2022-03-18,23,14200,450,1448,205,72,43,93,112,12,,3,,11,
2022-03-19,24,14400,466,1470,213,72,44,95,115,17,,3,,11,
2022-03-20,25,14700,476,1487,230,74,44,96,118,21,,3,,12,
2022-03-21,26,15000,498,1535,240,80,45,97,121,24,,3,,13,
2022-03-22,27,15300,509,1556,252,80,45,99,123,35,,3,,15,
2022-03-23,28,15600,517,1578,267,80,47,101,124,42,,4,,15,
2022-03-24,29,15800,530,1597,280,82,47,108,124,50,,4,,16,
2022-03-25,30,16100,561,1625,291,90,49,115,125,53,,5,,18,
2022-03-26,31,16400,575,1640,293,91,51,117,127,56,,7,,19,
2022-03-27,32,16600,582,1664,294,93,52,121,127,56,,7,,21,
2022-03-28,33,17000,586,1694,302,95,54,123,127,66,,7,,21,
2022-03-29,34,17200,597,1710,303,96,54,127,129,71,,7,,21,
2022-03-30,35,17300,605,1723,305,96,54,131,131,81,,7,,21,
2022-03-31,36,17500,614,1735,311,96,54,135,131,83,,7,,22,
2022-04-01,37,17700,625,1751,316,96,54,143,131,85,,7,,24,
2022-04-02,38,17700,631,1776,317,100,54,143,134,87,,7,,24,
2022-04-03,39,18000,644,1830,325,105,54,143,134,89,,7,,24,
2022-04-04,40,18300,647,1844,330,107,54,147,134,91,,7,,25,
2022-04-05,41,18500,676,1858,332,107,55,150,134,94,,7,,25,
2022-04-06,42,18600,684,1861,332,107,55,150,135,96,,7,,25,
2022-04-07,43,18900,698,1891,332,108,55,150,135,111,,7,,25,
2022-04-08,44,19000,700,1891,333,108,55,150,135,112,,7,,25,
2022-04-09,45,19100,705,1895,335,108,55,151,136,112,,7,,25,
2022-04-10,46,19300,722,1911,342,108,55,152,137,112,,7,,25,
2022-04-11,47,19500,725,1923,347,111,55,154,137,119,,7,,25,
2022-04-12,48,19600,732,1946,349,111,63,157,140,124,,7,,25,
2022-04-13,49,19800,739,1964,358,115,64,158,143,132,,7,,25,
2022-04-14,50,19900,753,1968,366,122,64,160,144,134,,7,,25,
2022-04-15,51,20000,756,1976,366,122,66,163,144,135,,8,,25,
2022-04-16,52,20100,762,1982,371,125,66,163,145,138,,8,,26,
2022-04-17,53,20300,773,2002,376,127,66,165,146,148,,8,,27,
2022-04-18,54,20600,790,2041,381,130,67,167,147,155,,8,,27,
2022-04-19,55,20800,802,2063,386,132,67,169,150,158,,8,,27,
2022-04-20,56,20900,815,2087,391,136,67,171,150,165,,8,,27,
2022-04-21,57,21000,829,2118,393,136,67,172,151,166,,8,,27,
2022-04-22,58,21200,838,2162,397,138,69,176,153,172,,8,,27,
2022-04-23,59,21600,854,2205,403,143,69,177,154,182,,8,,27,
2022-04-24,60,21800,873,2238,408,147,69,179,154,191,,8,,28,
2022-04-25,61,21900,884,2258,411,149,69,181,154,201,,8,,28,
2022-04-26,62,22100,918,2308,416,149,69,184,154,205,,8,,31,
2022-04-27,63,22400,939,2342,421,149,71,185,155,207,,8,,31,
2022-04-28,64,22800,970,2389,431,151,72,187,155,215,,8,,31,
2022-04-29,65,23000,986,2418,435,151,73,189,155,229,,8,,31,
2022-04-30,66,23200,1008,2445,436,151,77,190,155,232,,8,,32,
2022-05-01,67,23500,1026,2471,451,151,80,192,155,245,84,8,1796,32,
2022-05-02,68,23800,1048,2519,459,152,80,194,155,271,84,8,1824,38,
2022-05-03,69,24200,1062,2567,475,162,80,194,155,291,84,10,1843,38,
2022-05-04,70,24500,1077,2610,491,163,81,194,155,303,87,10,1867,38,
2022-05-05,71,24700,1092,2651,499,169,83,196,155,312,89,10,1907,38,
2022-05-06,72,24900,1110,2686,502,171,83,199,155,324,90,11,1926,38,
2022-05-07,73,25100,1122,2713,509,172,84,199,155,341,90,11,1934,38,
2022-05-08,74,25500,1130,2741,509,179,86,199,156,360,92,12,1961,39,
2022-05-09,75,25650,1145,2764,513,185,87,199,158,377,94,12,1970,41,
2022-05-10,76,26000,1170,2808,519,185,87,199,158,380,94,12,1980,41,
2022-05-11,77,26350,1187,2856,528,185,87,199,160,390,94,12,1997,41,
2022-05-12,78,26650,1195,2873,534,191,87,199,161,398,94,13,2019,41,
2022-05-13,79,26900,1205,2900,542,193,88,200,162,405,95,13,2042,41,
2022-05-14,80,27200,1218,2934,551,195,88,200,163,411,95,13,2059,42,
2022-05-15,81,27400,1220,2958,555,195,89,200,164,416,95,13,2087,42,
2022-05-16,82,27700,1228,2974,577,195,89,200,165,427,97,13,2101,42,
2022-05-17,83,27900,1235,3009,578,198,90,201,167,436,97,13,2109,43,
2022-05-18,84,28300,1251,3043,586,199,91,202,167,441,102,13,2137,43,
2022-05-19,85,28500,1254,3063,595,199,93,203,167,455,103,13,2157,43,
2022-05-20,86,28700,1263,3090,596,200,93,204,168,460,103,13,2162,43,
2022-05-21,87,28850,1278,3116,596,201,93,204,169,462,104,13,2178,43,
2022-05-22,88,29050,1285,3141,599,201,93,204,170,470,107,13,2194,43,
2022-05-23,89,29200,1293,3166,604,201,93,204,170,476,110,13,2206,43,
2022-05-24,90,29350,1302,3194,606,201,93,205,170,480,112,13,2213,43,
2022-05-25,91,29450,1305,3213,606,201,93,206,170,491,112,13,2218,44,
2022-05-26,92,29600,1315,3235,617,201,93,206,170,502,114,13,2225,47,
2022-05-27,93,29750,1322,3246,623,201,93,206,170,503,115,13,2226,48,
2022-05-28,94,30000,1330,3258,628,203,93,207,174,503,116,13,2226,48,
2022-05-29,95,30150,1338,3270,631,203,93,207,174,504,116,13,2240,48,
2022-05-30,96,30350,1349,3282,643,205,93,207,174,507,118,13,2258,48,
2022-05-31,97,30500,1358,3302,649,207,93,208,174,515,120,13,2275,48,
2022-06-01,98,30700,1361,3343,659,207,94,208,175,519,120,13,2290,49,
2022-06-02,99,30850,1363,3354,661,207,95,210,175,521,120,13,2325,51,
2022-06-03,100,30950,1367,3366,675,207,95,210,175,535,121,13,2329,51,
2022-06-04,101,31050,1376,3379,680,207,95,210,175,540,122,13,2337,52,
2022-06-05,102,31150,1381,3392,686,207,95,210,175,548,122,13,2360,53,
2022-06-06,103,31250,1386,3400,690,207,96,211,176,551,125,13,2395,53,
2022-06-07,104,31360,1390,3416,694,207,96,212,177,553,125,13,2405,53,
2022-06-08,105,31500,1393,3429,703,213,96,212,178,559,125,13,2406,53,
2022-06-09,106,31700,1398,3438,711,213,96,212,178,562,125,13,2421,53,
2022-06-10,107,31900,1409,3450,712,222,97,212,178,572,125,13,2438,54,
2022-06-11,108,32050,1419,3466,712,222,97,212,178,579,125,13,2448,54,
2022-06-12,109,32150,1430,3484,715,226,97,212,178,582,125,13,2455,54,
2022-06-13,110,32300,1432,3492,718,226,97,213,178,585,125,13,2460,54,
2022-06-14,111,32500,1434,3503,721,229,97,213,179,588,125,13,2473,54,
2022-06-15,112,32750,1440,3528,722,230,97,213,179,591,129,13,2485,55,
2022-06-16,113,32950,1449,3545,729,233,97,213,179,591,129,13,2494,55,
2022-06-17,114,33150,1456,3563,734,233,97,215,180,593,129,13,2496,55,
2022-06-18,115,33350,1465,3573,739,233,98,216,180,594,129,14,2513,55,
2022-06-19,116,33600,1468,3577,745,235,98,216,181,598,130,14,2523,55,
2022-06-20,117,33800,1477,3588,749,238,98,216,181,601,130,14,2527,55,
2022-06-21,118,34100,1496,3606,752,239,98,216,181,611,137,14,2537,59,
2022-06-22,119,34230,1496,3614,752,239,99,216,182,614,137,14,2543,60,
2022-06-23,120,34430,1504,3632,756,240,99,216,183,620,137,14,2548,60,
2022-06-24,121,34530,1507,3637,759,241,99,216,183,622,137,14,2553,60,
2022-06-25,122,34700,1511,3645,764,241,99,217,184,626,137,14,2560,60,
2022-06-26,123,34850,1532,3659,764,243,99,217,184,630,139,14,2564,60,
2022-06-27,124,35000,1552,3687,771,243,101,217,184,636,139,14,2575,60,
2022-06-28,125,35250,1567,3704,778,243,102,217,185,636,139,14,2589,61,
2022-06-29,126,35450,1572,3720,781,246,103,217,185,640,142,14,2598,61,
2022-06-30,127,35600,1573,3726,790,246,104,217,185,641,143,14,2602,61,
2022-07-01,128,35750,1577,3736,796,246,105,217,186,645,143,15,2610,61,
2022-07-02,129,35870,1582,3737,800,246,105,217,186,653,144,15,2614,61,
2022-07-03,130,35970,1584,3744,801,246,105,217,187,654,144,15,2618,64,
2022-07-04,131,36200,1589,3754,804,246,105,217,187,658,144,15,2629,65,
2022-07-05,132,36350,1594,3772,806,247,105,217,187,660,144,15,2634,65,
2022-07-06,133,36500,1600,3789,812,247,107,217,187,664,153,15,2648,65,
2022-07-07,134,36650,1602,3797,815,247,107,217,187,667,155,15,2665,66,
2022-07-08,135,36900,1637,3811,828,247,107,217,187,669,155,15,2685,66,
2022-07-09,136,37200,1638,3815,832,247,108,217,187,674,155,15,2687,66,
2022-07-10,137,37300,1641,3823,834,247,108,217,188,676,155,15,2694,66,
2022-07-11,138,37400,1645,3828,838,247,109,217,188,676,155,15,2696,66,
2022-07-12,139,37470,1649,3829,838,247,109,217,188,676,155,15,2699,66,
2022-07-13,140,37570,1649,3832,839,247,109,217,188,678,155,15,2704,67,
2022-07-14,141,37870,1667,3852,840,247,109,219,188,681,155,15,2720,67,
2022-07-15,142,38000,1672,3866,842,247,109,220,188,681,155,15,2731,67,
2022-07-16,143,38140,1677,3874,846,247,109,220,188,687,162,15,2735,68,
2022-07-17,144,38300,1684,3879,846,248,110,220,188,688,166,15,2746,68,
2022-07-18,145,38450,1687,3886,849,248,113,220,188,690,166,15,2753,70,
2022-07-19,146,38550,1691,3892,851,248,113,220,188,693,167,15,2767,70,
2022-07-20,147,38750,1700,3905,856,250,113,221,188,703,167,15,2775,70,
2022-07-21,148,38850,1704,3912,859,251,113,221,188,710,167,15,2781,72,
2022-07-22,149,39000,1704,3920,863,251,113,221,188,713,167,15,2803,72,
2022-07-23,150,39240,1708,3929,864,253,113,221,188,714,167,15,2820,72,
2022-07-24,151,39520,1722,3942,869,255,113,221,188,714,170,15,2823,73,
2022-07-25,152,39700,1730,3950,876,257,116,222,188,719,174,15,2832,73,
2022-07-26,153,39870,1737,3959,880,258,117,222,189,722,174,15,2835,75,
2022-07-27,154,40070,1738,3971,883,258,117,222,190,726,174,15,2847,75,
2022-07-28,155,40230,1742,3979,894,258,117,222,190,729,174,15,2854,75,
2022-07-29,156,40500,1749,3987,900,258,117,222,190,731,174,15,2870,77,
2022-07-30,157,40670,1759,3995,906,258,117,222,190,733,174,15,2889,78,
2022-07-31,158,40830,1763,4004,916,259,117,223,190,735,174,15,2902,80,
2022-08-01,159,41030,1768,4011,932,259,117,223,190,736,174,15,2912,82,
2022-08-02,160,41170,1768,4011,936,259,117,223,191,739,174,15,2914,82,
2022-08-03,161,41350,1774,4022,939,259,118,223,191,740,180,15,2922,83,
2022-08-04,162,41500,1789,4026,946,260,118,223,191,742,182,15,2960,83,
2022-08-05,163,41650,1792,4032,950,260,123,223,191,742,182,15,2964,83,
2022-08-06,164,41900,1802,4051,955,260,127,223,191,744,182,15,2970,85,
2022-08-07,165,42200,1805,4055,958,260,132,223,191,750,182,15,2978,86,
2022-08-08,166,42340,1811,4070,960,261,132,223,192,754,182,15,2993,86,
2022-08-09,167,42640,1817,4076,964,261,133,223,193,757,185,15,2998,87,
2022-08-10,168,42800,1832,4086,971,261,133,232,193,766,185,15,3005,89,
2022-08-11,169,43000,1846,4100,974,261,134,232,193,772,185,15,3018,90,
2022-08-12,170,43200,1849,4108,975,261,136,233,193,778,185,15,3021,90,
2022-08-13,171,43400,1856,4115,978,261,136,233,193,779,187,15,3036,91,
2022-08-14,172,43550,1864,4126,980,261,136,233,194,784,187,15,3039,91,
2022-08-15,173,43750,1876,4141,985,261,136,233,195,787,187,15,3044,92,
2022-08-16,174,43900,1880,4152,989,263,136,233,196,790,190,15,3049,92,
2022-08-17,175,44100,1886,4162,993,263,136,233,196,792,190,15,3054,93,
2022-08-18,176,44300,1889,4179,1010,265,136,233,197,793,190,15,3061,93,
2022-08-19,177,44700,1899,4195,1016,266,141,234,197,795,190,15,3130,94,
2022-08-20,178,44900,1907,4212,1018,266,141,234,197,803,190,15,3137,97,
2022-08-21,179,45200,1912,4224,1028,266,141,234,197,806,190,15,3143,99,
2022-08-22,180,45400,1919,4230,1032,266,145,234,198,815,194,15,3149,99,
2022-08-23,181,45550,1921,4238,1033,266,146,234,198,817,196,15,3150,99,
2022-08-24,182,45700,1924,4243,1036,266,147,234,199,819,196,15,3160,99,
2022-08-25,183,45850,1929,4245,1037,272,148,234,202,828,196,15,3160,99,
2022-08-26,184,46250,1936,4251,1040,272,148,234,202,834,196,15,3162,99,
2022-08-27,185,46500,1939,4254,1045,274,148,234,202,836,196,15,3165,99,
2022-08-28,186,46750,1942,4257,1050,274,148,234,202,838,196,15,3171,99,
2022-08-29,187,47100,1947,4269,1060,279,149,234,203,844,196,15,3188,101,
2022-08-30,188,47550,1954,4294,1079,282,151,234,204,847,196,15,3217,103,
2022-08-31,189,47900,1974,4312,1091,285,152,234,204,849,196,15,3236,103,
2022-09-01,190,48350,1997,4345,1115,287,153,234,205,851,196,15,3239,104,
2022-09-02,191,48700,2009,4366,1126,289,153,234,205,853,198,15,3247,105,
2022-09-03,192,49050,2034,4403,1134,293,153,235,205,864,203,15,3268,105,
2022-09-04,193,49500,2049,4430,1147,294,156,236,206,864,203,15,3276,105,
2022-09-05,194,49800,2068,4459,1157,294,156,236,206,867,205,15,3286,107,
2022-09-06,195,50150,2077,4484,1179,296,156,236,207,876,209,15,3305,109,
2022-09-07,196,50610,2097,4520,1194,300,156,237,208,880,214,15,3320,109,
2022-09-08,197,51250,2112,4557,1226,305,159,239,210,884,214,15,3344,110,
2022-09-09,198,51900,2122,4575,1237,306,159,239,211,888,214,15,3399,114,
2022-09-10,199,52250,2136,4584,1259,311,162,239,212,898,215,15,3426,116,
2022-09-11,200,52650,2154,4617,1263,311,162,242,213,902,216,15,3445,117,
2022-09-12,201,52950,2168,4640,1269,311,162,243,213,903,216,15,3463,117,
2022-09-13,202,53300,2175,4662,1279,311,165,244,213,904,233,15,3496,117,
2022-09-14,203,53650,2180,4665,1290,311,167,246,215,908,233,15,3501,120,
2022-09-15,204,53850,2193,4682,1295,311,167,250,215,908,233,15,3522,120,
2022-09-16,205,54050,2199,4690,1302,312,168,250,216,908,233,15,3550,121,
2022-09-17,206,54250,2202,4701,1306,312,168,251,216,911,236,15,3571,121,
2022-09-18,207,54480,2210,4718,1309,312,168,251,217,918,238,15,3578,122,
2022-09-19,208,54650,2212,4720,1313,312,168,251,217,920,238,15,3581,125,
2022-09-20,209,54810,2216,4724,1323,318,168,252,217,925,239,15,3587,125,
2022-09-21,210,55110,2227,4748,1340,318,168,253,217,932,239,15,3610,125,
2022-09-22,211,55510,2236,4776,1341,318,169,253,218,941,240,15,3630,125,
2022-09-23,212,56060,2254,4796,1355,326,170,254,219,950,240,15,3659,126,
2022-09-24,213,56300,2262,4807,1361,327,170,255,220,956,240,15,3681,126,
2022-09-25,214,56700,2275,4832,1368,328,171,259,220,966,241,15,3701,130,
2022-09-26,215,57200,2290,4857,1369,330,172,260,224,970,241,15,3711,131,
2022-09-27,216,57750,2306,4881,1378,331,175,261,224,977,241,15,3730,131,
2022-09-28,217,58150,2312,4889,1381,331,175,262,224,989,242,15,3742,131,
2022-09-29,218,58580,2325,4909,1385,331,175,262,224,995,246,15,3751,131,
2022-09-30,219,59080,2338,4932,1391,333,176,264,225,1003,246,15,3768,131,
2022-10-01,220,59610,2354,4949,1397,336,176,264,226,1009,246,15,3786,131,
2022-10-02,221,60110,2377,4975,1405,337,176,264,227,1015,246,15,3796,131,
2022-10-03,222,60430,2380,4991,1405,338,176,265,228,1026,246,15,3815,131,
2022-10-04,223,60800,2424,5018,1407,340,177,266,228,1028,246,15,3823,131,
2022-10-05,224,61000,2435,5038,1414,341,177,266,232,1032,246,15,3841,132,
2022-10-06,225,61330,2449,5064,1424,344,177,266,232,1047,246,15,3854,134,
2022-10-07,226,61680,2466,5093,1455,344,177,266,233,1067,246,15,3862,135,
2022-10-08,227,62060,2472,5111,1459,345,180,266,234,1079,246,15,3875,136,
2022-10-09,228,62500,2486,5133,1477,348,180,266,235,1086,247,15,3890,136,
2022-10-10,229,62870,2495,5149,1486,353,181,267,235,1097,249,15,3908,136,
2022-10-11,230,63110,2504,5162,1496,353,181,268,235,1114,295,15,3916,136,
2022-10-12,231,63380,2505,5165,1539,355,183,268,235,1149,316,16,3926,140,
2022-10-13,232,63800,2511,5167,1556,357,183,268,240,1182,316,16,3935,140,
2022-10-14,233,64300,2521,5172,1566,362,186,268,240,1199,316,16,3944,142,
2022-10-15,234,64700,2524,5179,1582,365,186,268,242,1210,316,16,3951,142,
2022-10-16,235,65000,2529,5193,1589,365,186,268,242,1224,316,16,3959,143,
2022-10-17,236,65320,2537,5205,1599,366,187,268,242,1241,316,16,3969,144,
2022-10-18,237,65850,2548,5219,1622,372,188,268,242,1276,318,16,3985,144,
2022-10-19,238,66280,2554,5235,1637,372,189,269,242,1286,323,16,3999,146,
2022-10-20,239,66650,2567,5255,1646,372,189,269,243,1311,329,16,4005,147,
2022-10-21,240,66750,2573,5258,1648,372,189,269,243,1325,329,16,4006,147,
2022-10-22,241,67070,2579,5266,1653,373,189,270,243,1341,329,16,4021,148,
2022-10-23,242,67470,2584,5284,1667,374,189,270,245,1361,350,16,4039,148,
2022-10-24,243,67940,2590,5295,1673,375,189,270,245,1370,350,16,4044,149,
2022-10-25,244,68420,2611,5321,1674,377,190,271,248,1372,350,16,4054,149,
2022-10-26,245,68900,2628,5351,1686,379,192,271,248,1379,350,16,4076,149,
2022-10-27,246,69220,2631,5364,1690,379,192,271,249,1398,351,16,4078,150,
2022-10-28,247,69700,2640,5378,1698,379,192,272,251,1401,351,16,4088,151,
2022-10-29,248,70250,2659,5401,1708,380,195,273,252,1406,351,16,4107,152,
2022-10-30,249,71200,2672,5453,1724,383,197,274,252,1412,352,16,4120,154,
2022-10-31,250,71820,2686,5485,1728,383,197,275,253,1413,352,16,4128,154,
2022-11-01,251,72470,2698,5501,1730,383,197,276,257,1415,397,16,4143,154,
2022-11-02,252,73270,2714,5525,1733,387,198,277,258,1438,397,16,4153,154,
2022-11-03,253,74000,2734,5552,1755,390,198,277,258,1442,397,16,4162,155,
2022-11-04,254,74840,2750,5580,1772,391,201,277,258,1450,397,16,4174,155,
2022-11-05,255,75440,2758,5601,1776,391,202,277,260,1462,399,16,4184,155,
2022-11-06,256,75930,2765,5611,1781,391,202,277,260,1465,399,16,4191,155,
2022-11-07,257,76460,2771,5630,1782,391,202,277,260,1472,399,16,4199,157,
2022-11-08,258,77170,2786,5654,1791,391,203,278,260,1472,399,16,4216,159,
2022-11-09,259,77950,2801,5666,1802,393,205,278,260,1483,399,16,4227,159,
2022-11-10,260,78690,2804,5682,1805,393,205,278,260,1499,399,16,4242,159,
2022-11-11,261,79400,2814,5696,1817,393,205,278,261,1505,399,16,4259,159,
2022-11-12,262,80210,2838,5730,1829,393,205,278,261,1506,399,16,4279,160,
2022-11-13,263,80860,2840,5742,1837,393,206,278,261,1507,399,16,4295,160,
2022-11-14,264,81370,2848,5748,1839,393,206,278,261,1509,399,16,4316,160,
2022-11-15,265,82080,2861,5773,1850,393,208,278,261,1511,399,16,4351,160,
2022-11-16,266,82710,2871,5797,1860,393,209,278,261,1525,474,16,4360,160,
2022-11-17,267,83110,2878,5804,1860,393,209,278,261,1531,474,16,4362,160,
2022-11-18,268,83460,2879,5808,1865,393,209,278,261,1536,480,16,4366,161,
2022-11-19,269,83880,2885,5815,1867,393,209,278,261,1536,480,16,4368,161,
2022-11-20,270,84210,2886,5817,1868,393,209,278,261,1537,480,16,4371,161,
2022-11-21,271,84600,2892,5822,1870,393,209,278,261,1537,480,16,4378,161,
2022-11-22,272,85000,2895,5827,1882,395,209,278,261,1537,480,16,4393,161,
2022-11-23,273,85410,2897,5832,1887,395,209,278,261,1537,480,16,4396,161,
2022-11-24,274,85720,2898,5839,1889,395,209,278,261,1547,531,16,4400,161,
2022-11-25,275,86150,2899,5844,1895,395,209,278,261,1553,531,16,4404,163,
2022-11-26,276,86710,2901,5848,1896,395,209,278,261,1554,531,16,4406,163,
2022-11-27,277,87310,2905,5856,1897,395,209,278,261,1555,531,16,4412,163,
2022-11-28,278,87900,2908,5861,1899,395,209,278,261,1555,531,16,4416,163,
2022-11-29,279,88380,2911,5866,1901,395,209,280,261,1555,531,16,4423,163,
2022-11-30,280,88880,2914,5872,1902,395,210,280,261,1562,531,16,4429,163,
2022-12-01,281,89440,2915,5877,1904,395,210,280,261,1562,531,16,4441,163,
2022-12-02,282,90090,2916,5883,1905,395,210,280,262,1564,531,16,4464,163,
2022-12-03,283,90600,2917,5886,1906,395,210,280,263,1572,531,16,4472,163,
2022-12-04,284,91150,2922,5892,1908,395,210,281,263,1573,531,16,4479,163,
2022-12-05,285,91690,2924,5900,1914,395,211,281,264,1582,531,16,4497,163,
2022-12-06,286,92200,2929,5905,1915,395,211,281,264,1587,592,16,4505,163,
2022-12-07,287,92740,2935,5909,1923,395,211,281,264,1601,592,16,4526,163,
2022-12-08,288,93080,2937,5911,1925,395,211,281,264,1603,592,16,4528,164,
2022-12-09,289,93390,2937,5912,1926,395,211,281,264,1603,592,16,4531,164,
2022-12-10,290,93760,2940,5917,1927,397,211,281,264,1603,592,16,4535,167,
2022-12-11,291,94140,2942,5920,1928,397,211,281,264,1613,592,16,4540,167,
2022-12-12,292,94760,2966,5928,1929,397,211,281,264,1617,592,16,4544,169,
2022-12-13,293,95260,2966,5930,1931,404,211,281,264,1617,592,16,4549,170,
2022-12-14,294,96000,2970,5937,1931,404,211,281,264,1617,592,16,4562,171,
2022-12-15,295,96590,2975,5946,1943,406,211,281,264,1644,592,16,4563,172,
2022-12-16,296,97270,2980,5952,1946,410,211,281,264,1648,592,16,4563,172,
2022-12-17,297,97690,2985,5958,1947,410,211,281,264,1648,653,16,4577,174,
2022-12-18,298,98280,2987,5963,1948,410,211,281,264,1649,653,16,4579,174,
2022-12-19,299,98800,2988,5969,1953,410,212,281,264,1657,653,16,4592,175,
2022-12-20,300,99230,2995,5974,1960,410,212,281,266,1680,653,16,4599,177,
2022-12-21,301,99740,3002,5979,1972,412,212,282,267,1688,653,16,4608,178,
2022-12-22,302,100400,3003,5981,1978,413,212,283,267,1693,653,16,4615,178,
2022-12-23,303,100950,3005,5986,1984,414,212,283,267,1698,653,16,4622,178,
2022-12-24,304,101430,3006,5994,1988,418,212,283,267,1706,653,16,4627,178,
2022-12-25,305,102050,3011,6010,1991,418,212,283,267,1706,653,16,4635,178,
2022-12-26,306,102600,3016,6017,1996,418,212,283,267,1707,653,16,4647,178,
2022-12-27,307,103220,3016,6024,1998,418,212,283,267,1707,653,16,4652,179,
2022-12-28,308,103770,3017,6037,1999,418,212,283,267,1707,653,16,4660,179,
2022-12-29,309,104560,3018,6047,2004,423,212,283,268,1717,653,16,4675,179,
2022-12-30,310,105250,3026,6059,2010,423,212,283,268,1740,711,16,4683,180,
2022-12-31,311,105960,3029,6075,2016,423,213,283,269,1746,711,16,4707,180,
2023-01-01,312,106720,3031,6084,2021,423,213,283,269,1792,723,16,4720,181,
2023-01-02,313,107440,3031,6093,2027,423,213,283,269,1836,723,16,4725,181,
2023-01-03,314,108190,3036,6100,2033,424,214,283,270,1839,723,16,4735,181,
2023-01-04,315,108910,3038,6106,2039,424,215,283,270,1842,723,16,4745,181,
2023-01-05,316,109720,3041,6108,2051,426,215,284,271,1844,723,16,4759,182,
2023-01-06,317,110250,3064,6124,2059,431,215,285,272,1844,723,16,4797,182,
2023-01-07,318,110740,3066,6125,2062,431,217,285,272,1844,723,16,4798,182,
2023-01-08,319,111170,3069,6130,2065,431,217,285,272,1849,723,16,4801,183,
2023-01-09,320,111760,3080,6147,2069,434,217,285,275,1856,723,16,4809,183,
2023-01-10,321,112470,3084,6154,2073,434,217,285,275,1860,723,17,4817,183,
2023-01-11,322,112960,3094,6159,2078,437,217,285,275,1862,723,17,4826,184,
2023-01-12,323,113390,3094,6159,2082,437,218,285,276,1865,723,17,4826,184,
2023-01-13,324,114130,3098,6167,2086,437,218,286,276,1865,723,17,4833,184,
2023-01-14,325,114660,3104,6173,2090,437,219,286,276,1867,723,17,4846,186,
2023-01-15,326,115290,3106,6183,2094,437,219,286,276,1872,749,17,4846,187,
2023-01-16,327,116080,3118,6204,2099,438,220,286,276,1872,749,17,4870,190,
2023-01-17,328,116950,3121,6215,2104,441,220,286,276,1872,749,17,4877,190,
2023-01-18,329,117770,3130,6225,2108,442,220,287,276,1876,749,17,4889,190,
2023-01-19,330,118530,3136,6235,2122,442,220,287,277,1882,749,17,4896,190,
2023-01-20,331,119300,3139,6241,2129,442,220,287,277,1886,749,17,4903,190,
2023-01-21,332,120160,3140,6256,2135,443,220,287,277,1891,749,17,4918,193,
2023-01-22,333,120760,3145,6268,2144,445,220,287,277,1892,749,17,4932,193,
2023-01-23,334,121480,3150,6276,2146,447,220,287,277,1894,749,18,4936,193,
2023-01-24,335,122170,3152,6284,2148,448,220,289,281,1897,749,18,4944,194,
2023-01-25,336,123080,3161,6307,2154,450,220,290,281,1902,749,18,4967,194,
2023-01-26,337,123860,3175,6334,2169,452,220,292,282,1908,749,18,4986,195,
2023-01-27,338,124710,3182,6340,2180,452,221,292,283,1941,796,18,5001,199,
2023-01-28,339,125510,3189,6344,2188,453,221,293,284,1947,796,18,5027,199,
2023-01-29,340,126160,3197,6366,2195,453,221,293,284,1947,796,18,5037,199,
2023-01-30,341,126650,3201,6369,2196,453,221,293,284,1947,796,18,5041,199,
2023-01-31,342,127500,3201,6378,2197,454,221,293,284,1951,796,18,5048,200,
2023-02-01,343,128420,3209,6382,2207,458,221,293,284,1951,796,18,5061,200,
2023-02-02,344,129030,3211,6382,2212,458,222,293,284,1951,796,18,5064,200,
2023-02-03,345,129870,3215,6388,2215,460,222,294,284,1952,796,18,5068,202,
2023-02-04,346,130590,3218,6394,2220,460,225,294,284,1956,796,18,5081,203,
2023-02-05,347,131290,3220,6405,2226,460,227,294,284,1958,796,18,5091,203,
2023-02-06,348,132160,3231,6415,2231,461,227,294,284,1958,796,18,5104,203,
