date,day,personnel,tanks,apv,artillery,mlrs,aaws,aircrafts,helicopters,uav,cruise_missiles,warships,vehicles_fuel_tanks,special_equipment,submarines
2024-09-25,945,646400,8815,17304,18549,1199,952,369,328,15879,2595,28,25248,3168,1
2024-09-26,946,647800,8825,17348,18620,1199,959,369,328,15946,2599,28,25353,3190,1
2024-09-27,947,649170,8846,17396,18678,1199,961,369,328,16031,2608,28,25411,3192,1
2024-09-28,948,650640,8860,17438,18733,1203,961,369,328,16093,2610,28,25411,3291,1
2024-09-29,949,651810,8869,17467,18795,1204,962,369,328,16186,2610,28,25495,3297,1
2024-09-30,950,653060,8874,17503,18822,1204,963,369,328,16224,2610,28,25548,3313,1
2024-10-01,951,654430,8883,17547,18855,1204,963,369,328,16322,2613,28,25621,3314,1
2024-10-02,952,655560,8887,17579,18869,1204,963,369,328,16348,2613,28,25692,3318,1
2024-10-03,953,656710,8893,17596,18906,1204,964,368,328,16393,2613,28,25750,3330,1
2024-10-04,954,657940,8908,17627,18965,1212,965,368,328,16494,2613,28,25820,3333,1
2024-10-05,955,659220,8916,17658,19037,1216,970,368,328,16529,2613,28,25905,3344,1
2024-10-06,956,660470,8919,17679,19092,1216,970,368,328,16578,2613,28,26006,3363,1
2024-10-07,957,661630,8933,17710,19156,1223,972,368,328,16643,2615,28,26102,3364,1
2024-10-08,958,662970,8940,17740,19203,1223,973,368,328,16686,2618,28,26185,3373,1
2024-10-09,959,664120,8944,17751,19222,1223,973,369,328,16718,2618,28,26240,3385,1
2024-10-10,960,665200,8945,17765,19263,1225,976,369,328,16767,2619,28,26314,3386,1
2024-10-11,961,666340,8953,17800,19322,1229,976,369,329,16837,2619,28,26398,3396,1
2024-10-12,962,667630,8962,17827,19381,1230,976,369,329,16947,2619,28,26513,3434,1
2024-10-13,963,668930,8971,17876,19410,1231,978,369,329,16992,2619,28,26584,3435,1
2024-10-14,964,670190,8975,17895,19421,1231,978,369,329,17009,2619,28,26622,3437,1
2024-10-15,965,671400,8988,17939,19430,1231,978,369,329,17019,2620,28,26654,3441,1
2024-10-16,966,672850,8997,17969,19459,1231,978,369,329,17050,2620,28,26732,3441,1
2024-10-17,967,674270,9014,18002,19510,1232,978,369,329,17104,2620,28,26815,3446,1
2024-10-18,968,675800,9027,18053,19533,1232,978,369,329,17152,2620,28,26908,3448,1
2024-10-19,969,677180,9035,18072,19548,1232,978,369,329,17230,2623,28,26946,3473,1
2024-10-20,970,678520,9047,18111,19565,1232,978,369,329,17287,2624,28,26987,3476,1
2024-10-21,971,680230,9071,18175,19589,1232,979,369,329,17333,2624,28,27034,3479,1
2024-10-22,972,681580,9079,18199,19623,1234,981,369,329,17404,2625,28,27111,3499,1
2024-10-23,973,683040,9088,18229,19674,1234,981,369,329,17489,2625,28,27217,3509,1
2024-10-24,974,684280,9090,18254,19719,1236,981,369,329,17597,2625,28,27286,3513,1
2024-10-25,975,685910,9097,18287,19753,1238,982,369,329,17670,2625,28,27365,3535,1
2024-10-26,976,687600,9109,18332,19782,1240,984,369,329,17726,2625,28,27460,3541,1
2024-10-27,977,689040,9113,18355,19821,1240,984,369,329,17799,2625,28,27560,3542,1
2024-10-28,978,690720,9120,18395,19872,1240,984,369,329,17867,2625,28,27660,3556,1
2024-10-29,979,692080,9129,18404,19917,1241,984,369,329,17939,2625,28,27749,3566,1
2024-10-30,980,693640,9137,18433,19955,1242,986,369,329,17979,2625,28,27840,3567,1
2024-10-31,981,694950,9156,18450,20013,1243,994,369,329,18063,2627,28,27961,3570,1
2024-11-01,982,696410,9162,18470,20039,1244,994,369,329,18088,2628,28,28038,3579,1
2024-11-02,983,697680,9170,18487,20076,1244,994,369,329,18117,2628,28,28114,3583,1
2024-11-03,984,699090,9182,18523,20086,1244,994,369,329,18187,2629,28,28160,3584,1
2024-11-04,985,700390,9193,18538,20121,1245,994,369,329,18280,2629,28,28237,3587,1
2024-11-05,986,701650,9208,18581,20150,1245,996,369,329,18309,2631,28,28278,3587,1
2024-11-06,987,702900,9214,18592,20170,1245,996,369,329,18366,2631,28,28333,3588,1
2024-11-07,988,704300,9224,18612,20194,1245,996,369,329,18408,2631,28,28411,3596,1
2024-11-08,989,705880,9233,18661,20226,1245,996,369,329,18526,2631,28,28495,3602,1
2024-11-09,990,707540,9238,18697,20294,1245,996,369,329,18575,2634,28,28561,3604,1
